Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,Measure,Type,State Name,Region,Start Date,End Date,Response Rate (%)
07_2023,AR,H_COMP_5,19,18,63,Communication about Medicines,Composite Measure,Arkansas,West South Central,2021-10-01,2022-09-30,20.215384615384615
07_2023,AR,H_COMP_6,16,0,84,Discharge Information,Composite Measure,Arkansas,West South Central,2021-10-01,2022-09-30,20.215384615384615
07_2023,AR,H_COMP_7,6,41,53,Care Transition,Composite Measure,Arkansas,West South Central,2021-10-01,2022-09-30,20.215384615384615
07_2023,AR,H_HSP_RATING,8,20,72,Overall Hospital Rating,Global Item,Arkansas,West South Central,2021-10-01,2022-09-30,20.215384615384615
07_2023,AR,H_QUIET_HSP,8,25,67,Quietness of Hospital Environment,Individual Item,Arkansas,West South Central,2021-10-01,2022-09-30,20.215384615384615
07_2023,AR,H_RECMND,5,25,70,Willingness to Recommend the Hospital,Global Item,Arkansas,West South Central,2021-10-01,2022-09-30,20.215384615384615
07_2023,AZ,H_CLEAN_HSP,13,20,67,Cleanliness of Hospital Environment,Individual Item,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_COMP_1,7,18,75,Communication with Nurses,Composite Measure,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_COMP_2,7,18,75,Communication with Doctors,Composite Measure,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_COMP_3,14,25,61,Responsiveness of Hospital Staff,Composite Measure,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_COMP_5,23,19,58,Communication about Medicines,Composite Measure,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_COMP_6,16,0,84,Discharge Information,Composite Measure,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_COMP_7,8,45,47,Care Transition,Composite Measure,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_HSP_RATING,11,23,66,Overall Hospital Rating,Global Item,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_QUIET_HSP,13,31,56,Quietness of Hospital Environment,Individual Item,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,AZ,H_RECMND,8,27,65,Willingness to Recommend the Hospital,Global Item,Arizona,Mountain,2021-10-01,2022-09-30,22.027027027027028
07_2023,CA,H_CLEAN_HSP,11,19,70,Cleanliness of Hospital Environment,Individual Item,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_COMP_1,7,19,74,Communication with Nurses,Composite Measure,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_COMP_2,8,17,75,Communication with Doctors,Composite Measure,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_COMP_3,14,27,59,Responsiveness of Hospital Staff,Composite Measure,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_COMP_5,23,19,58,Communication about Medicines,Composite Measure,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_COMP_6,16,0,84,Discharge Information,Composite Measure,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_COMP_7,8,45,47,Care Transition,Composite Measure,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_HSP_RATING,11,23,66,Overall Hospital Rating,Global Item,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_QUIET_HSP,17,33,50,Quietness of Hospital Environment,Individual Item,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CA,H_RECMND,8,26,66,Willingness to Recommend the Hospital,Global Item,California,Pacific,2021-10-01,2022-09-30,19.313099041533548
07_2023,CO,H_CLEAN_HSP,9,17,74,Cleanliness of Hospital Environment,Individual Item,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_COMP_1,4,16,80,Communication with Nurses,Composite Measure,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_COMP_2,5,15,80,Communication with Doctors,Composite Measure,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_COMP_3,8,24,68,Responsiveness of Hospital Staff,Composite Measure,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_COMP_5,18,19,63,Communication about Medicines,Composite Measure,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_COMP_6,13,0,87,Discharge Information,Composite Measure,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_COMP_7,5,40,55,Care Transition,Composite Measure,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_HSP_RATING,7,19,74,Overall Hospital Rating,Global Item,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_QUIET_HSP,7,27,66,Quietness of Hospital Environment,Individual Item,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CO,H_RECMND,4,22,74,Willingness to Recommend the Hospital,Global Item,Colorado,Mountain,2021-10-01,2022-09-30,23.042857142857144
07_2023,CT,H_CLEAN_HSP,11,20,69,Cleanliness of Hospital Environment,Individual Item,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_COMP_1,6,17,77,Communication with Nurses,Composite Measure,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_COMP_2,6,17,77,Communication with Doctors,Composite Measure,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_COMP_3,15,27,58,Responsiveness of Hospital Staff,Composite Measure,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_COMP_5,22,19,59,Communication about Medicines,Composite Measure,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_COMP_6,13,0,87,Discharge Information,Composite Measure,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_COMP_7,7,45,48,Care Transition,Composite Measure,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_HSP_RATING,11,23,66,Overall Hospital Rating,Global Item,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_QUIET_HSP,15,34,51,Quietness of Hospital Environment,Individual Item,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,CT,H_RECMND,7,26,67,Willingness to Recommend the Hospital,Global Item,Connecticut,New England,2021-10-01,2022-09-30,22.384615384615383
07_2023,DC,H_CLEAN_HSP,15,22,63,Cleanliness of Hospital Environment,Individual Item,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_COMP_1,10,20,70,Communication with Nurses,Composite Measure,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_COMP_2,7,15,78,Communication with Doctors,Composite Measure,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_COMP_3,23,29,48,Responsiveness of Hospital Staff,Composite Measure,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_COMP_5,29,18,53,Communication about Medicines,Composite Measure,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_COMP_6,18,0,82,Discharge Information,Composite Measure,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_COMP_7,9,46,45,Care Transition,Composite Measure,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_HSP_RATING,16,25,59,Overall Hospital Rating,Global Item,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_QUIET_HSP,16,30,54,Quietness of Hospital Environment,Individual Item,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DC,H_RECMND,12,29,59,Willingness to Recommend the Hospital,Global Item,District of Columbia,South Atlantic,2021-10-01,2022-09-30,14.428571428571429
07_2023,DE,H_CLEAN_HSP,13,22,65,Cleanliness of Hospital Environment,Individual Item,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_COMP_1,6,18,76,Communication with Nurses,Composite Measure,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_COMP_2,7,18,75,Communication with Doctors,Composite Measure,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_COMP_3,13,28,59,Responsiveness of Hospital Staff,Composite Measure,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_COMP_5,24,20,56,Communication about Medicines,Composite Measure,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_COMP_6,15,0,85,Discharge Information,Composite Measure,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_COMP_7,8,45,47,Care Transition,Composite Measure,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_HSP_RATING,12,24,64,Overall Hospital Rating,Global Item,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_QUIET_HSP,14,33,53,Quietness of Hospital Environment,Individual Item,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,DE,H_RECMND,8,29,63,Willingness to Recommend the Hospital,Global Item,Delaware,South Atlantic,2021-10-01,2022-09-30,20.428571428571427
07_2023,FL,H_CLEAN_HSP,12,20,68,Cleanliness of Hospital Environment,Individual Item,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_COMP_1,7,19,74,Communication with Nurses,Composite Measure,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_COMP_2,8,18,74,Communication with Doctors,Composite Measure,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_COMP_3,15,27,58,Responsiveness of Hospital Staff,Composite Measure,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_COMP_5,26,18,56,Communication about Medicines,Composite Measure,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_COMP_6,18,0,82,Discharge Information,Composite Measure,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_COMP_7,9,44,47,Care Transition,Composite Measure,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_HSP_RATING,13,22,65,Overall Hospital Rating,Global Item,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_QUIET_HSP,13,30,57,Quietness of Hospital Environment,Individual Item,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,FL,H_RECMND,10,25,65,Willingness to Recommend the Hospital,Global Item,Florida,South Atlantic,2021-10-01,2022-09-30,20.230337078651687
07_2023,GA,H_CLEAN_HSP,11,19,70,Cleanliness of Hospital Environment,Individual Item,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_COMP_1,6,16,78,Communication with Nurses,Composite Measure,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_COMP_2,6,15,79,Communication with Doctors,Composite Measure,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_COMP_3,13,24,63,Responsiveness of Hospital Staff,Composite Measure,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_COMP_5,22,18,60,Communication about Medicines,Composite Measure,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_COMP_6,16,0,84,Discharge Information,Composite Measure,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_COMP_7,7,42,51,Care Transition,Composite Measure,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_HSP_RATING,10,20,70,Overall Hospital Rating,Global Item,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_QUIET_HSP,9,25,66,Quietness of Hospital Environment,Individual Item,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,GA,H_RECMND,7,26,67,Willingness to Recommend the Hospital,Global Item,Georgia,South Atlantic,2021-10-01,2022-09-30,17.682926829268293
07_2023,HI,H_CLEAN_HSP,7,19,74,Cleanliness of Hospital Environment,Individual Item,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_COMP_1,5,16,79,Communication with Nurses,Composite Measure,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_COMP_2,5,16,79,Communication with Doctors,Composite Measure,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_COMP_3,10,26,64,Responsiveness of Hospital Staff,Composite Measure,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_COMP_5,20,20,60,Communication about Medicines,Composite Measure,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_COMP_6,16,0,84,Discharge Information,Composite Measure,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_COMP_7,6,46,48,Care Transition,Composite Measure,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_HSP_RATING,9,25,66,Overall Hospital Rating,Global Item,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_QUIET_HSP,11,31,58,Quietness of Hospital Environment,Individual Item,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,HI,H_RECMND,7,27,66,Willingness to Recommend the Hospital,Global Item,Hawaii,Pacific,2021-10-01,2022-09-30,22.466666666666665
07_2023,IA,H_CLEAN_HSP,6,16,78,Cleanliness of Hospital Environment,Individual Item,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_COMP_1,3,14,83,Communication with Nurses,Composite Measure,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_COMP_2,4,14,82,Communication with Doctors,Composite Measure,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_COMP_3,6,23,71,Responsiveness of Hospital Staff,Composite Measure,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_COMP_5,16,20,64,Communication about Medicines,Composite Measure,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_COMP_7,4,41,55,Care Transition,Composite Measure,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_HSP_RATING,5,18,77,Overall Hospital Rating,Global Item,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_QUIET_HSP,6,26,68,Quietness of Hospital Environment,Individual Item,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,IA,H_RECMND,3,22,75,Willingness to Recommend the Hospital,Global Item,Iowa,West North Central,2021-10-01,2022-09-30,30.06930693069307
07_2023,ID,H_CLEAN_HSP,7,16,77,Cleanliness of Hospital Environment,Individual Item,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_COMP_1,3,15,82,Communication with Nurses,Composite Measure,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_COMP_2,3,14,83,Communication with Doctors,Composite Measure,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_COMP_3,6,23,71,Responsiveness of Hospital Staff,Composite Measure,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_COMP_5,16,19,65,Communication about Medicines,Composite Measure,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_COMP_6,12,0,88,Discharge Information,Composite Measure,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_COMP_7,4,41,55,Care Transition,Composite Measure,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_HSP_RATING,6,18,76,Overall Hospital Rating,Global Item,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_QUIET_HSP,7,27,66,Quietness of Hospital Environment,Individual Item,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,ID,H_RECMND,4,22,74,Willingness to Recommend the Hospital,Global Item,Idaho,Mountain,2021-10-01,2022-09-30,24.7027027027027
07_2023,IL,H_CLEAN_HSP,10,18,72,Cleanliness of Hospital Environment,Individual Item,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_COMP_1,6,16,78,Communication with Nurses,Composite Measure,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_COMP_2,6,16,78,Communication with Doctors,Composite Measure,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_COMP_3,12,25,63,Responsiveness of Hospital Staff,Composite Measure,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_COMP_5,21,19,60,Communication about Medicines,Composite Measure,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_COMP_6,15,0,85,Discharge Information,Composite Measure,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_COMP_7,7,43,50,Care Transition,Composite Measure,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_HSP_RATING,10,21,69,Overall Hospital Rating,Global Item,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_QUIET_HSP,10,29,61,Quietness of Hospital Environment,Individual Item,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IL,H_RECMND,7,27,66,Willingness to Recommend the Hospital,Global Item,Illinois,East North Central,2021-10-01,2022-09-30,22.89156626506024
07_2023,IN,H_CLEAN_HSP,8,19,73,Cleanliness of Hospital Environment,Individual Item,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_COMP_1,4,17,79,Communication with Nurses,Composite Measure,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_COMP_2,5,16,79,Communication with Doctors,Composite Measure,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_COMP_3,9,25,66,Responsiveness of Hospital Staff,Composite Measure,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_COMP_5,21,19,60,Communication about Medicines,Composite Measure,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_COMP_6,13,0,87,Discharge Information,Composite Measure,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_COMP_7,5,43,52,Care Transition,Composite Measure,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_HSP_RATING,8,19,73,Overall Hospital Rating,Global Item,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_QUIET_HSP,9,30,61,Quietness of Hospital Environment,Individual Item,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,IN,H_RECMND,5,24,71,Willingness to Recommend the Hospital,Global Item,Indiana,East North Central,2021-10-01,2022-09-30,24.541284403669724
07_2023,KS,H_CLEAN_HSP,7,16,77,Cleanliness of Hospital Environment,Individual Item,Kansas,West North Central,2021-10-01,2022-09-30,30.825242718446603
